0.000000,0.000000,0.000000,0.000000
0.017991,24.232068,66.577060,9758.972792
0.009232,12.425848,34.112279,5010.414285
0.010036,10.606650,20.626191,5436.711954
0.008505,9.374258,19.658283,4611.155211
0.008339,8.157192,16.904351,4500.212916
0.007822,7.957047,13.860910,4139.079565
0.007290,7.402672,12.515896,3979.573668
0.007324,6.983117,12.005155,3870.496101
0.006664,6.729224,11.084758,3630.971863
0.006788,6.761687,9.966266,3548.200715
0.006407,6.588473,9.361601,3407.972765
0.006445,6.196089,9.112201,3401.061353
0.006325,6.006785,8.662425,3171.688305
0.006059,5.978778,8.088877,3146.061977
0.006035,5.908357,7.634211,3054.193919
0.006039,5.699939,7.492517,3021.785067
0.005888,5.617034,7.241299,2894.933212
0.005679,5.455163,6.908253,2847.838308
0.005774,5.347058,6.523360,2797.831245
0.005793,5.248707,6.424123,2711.255782
0.005710,5.227307,6.273898,2642.837448
0.005522,5.122686,6.070748,2588.972302
0.005506,4.940634,5.826468,2557.062274
0.005505,4.888325,5.647333,2464.228868
0.005452,4.869256,5.558989,2437.579375
0.005364,4.792913,5.433551,2409.605371
0.005367,4.662009,5.270683,2353.366090
0.005299,4.603630,5.126281,2320.327000
0.005175,4.552581,5.001247,2313.116048
0.005172,4.489012,4.925525,2281.033545
0.005180,4.396397,4.818946,2225.681186
0.005135,4.382943,4.713356,2215.951885
0.005036,4.329713,4.597130,2195.939933
0.004974,4.238365,4.506384,2157.314280
0.004979,4.183976,4.438780,2128.414235
0.004945,4.171435,4.361522,2115.283930
0.004871,4.128686,4.284808,2085.981601
0.004849,4.056684,4.187939,2051.371980
0.004835,3.990268,4.113179,2043.638897
0.004779,3.976502,4.059343,2020.820302
0.004693,3.939368,4.010255,1984.940375
0.004712,3.879540,3.942366,1980.057369
0.004707,3.840848,3.870258,1963.165439
0.004667,3.828586,3.793427,1933.509500
0.004593,3.791928,3.761368,1921.920340
0.004570,3.731063,3.710158,1912.251233
0.004569,3.702141,3.663506,1892.306811
0.004540,3.693840,3.600716,1866.667775
0.004483,3.665276,3.526779,1868.627837
0.004478,3.616340,3.494580,1857.107255
0.004473,3.574560,3.457880,1832.326403
0.004437,3.568506,3.408522,1823.224387
0.004370,3.541913,3.362706,1820.032606
0.004377,3.501284,3.301383,1803.974494
0.004380,3.475283,3.251440,1775.799126
0.004355,3.473901,3.224967,1779.916364
0.004303,3.452863,3.182666,1772.382545
0.004276,3.411804,3.141528,1752.996895
0.004279,3.375990,3.093622,1736.363317
0.004262,3.377572,3.031993,1736.768508
0.004221,3.361571,3.009648,1734.116751
0.004203,3.327514,2.976099,1725.186147
0.004205,3.285159,2.938033,1705.373197
0.004181,3.284423,2.899816,1700.567873
0.004132,3.269640,2.849297,1702.944325
0.004121,3.247526,2.811768,1694.973772
0.004128,3.248570,2.784489,1684.991831
0.004111,3.247959,2.752743,1669.717894
0.004070,3.231669,2.721474,1669.691719
0.004034,3.212265,2.679226,1665.232855
0.004044,3.224396,2.633374,1661.386927
0.004033,3.236113,2.608469,1647.952639
0.003999,3.234348,2.585421,1635.174664
0.003952,3.227681,2.559147,1637.526190
0.003957,3.208926,2.523058,1634.930091
0.003950,3.210578,2.487358,1625.559927
0.003923,3.217654,2.448819,1618.506818
0.003908,3.223118,2.435156,1606.989643
0.003891,3.209032,2.412518,1605.602189
0.003889,3.200471,2.382906,1601.704067
0.003909,3.182237,2.356131,1596.799503
0.003906,3.198838,2.321337,1583.524865
0.003905,3.195629,2.300590,1573.713693
0.003884,3.190077,2.280662,1573.111396
0.003876,3.174966,2.261847,1570.110817
0.003891,3.156283,2.238414,1559.349173
0.003882,3.164058,2.207606,1552.805779
0.003882,3.157829,2.180150,1540.252195
0.003858,3.154939,2.167114,1538.785580
0.003847,3.133837,2.153468,1530.235022
0.003856,3.115182,2.132763,1525.713215
0.003847,3.115243,2.107688,1515.845164
0.003843,3.114931,2.083688,1503.423159
0.003815,3.105488,2.067967,1496.700591
0.003803,3.080139,2.056143,1493.485381
0.003806,3.063172,2.037730,1485.796317
0.003797,3.058436,2.020619,1471.497862
0.003788,3.059149,1.999511,1462.670598
0.003757,3.043979,1.978649,1457.237025
0.003744,3.024790,1.968396,1451.208798
0.003742,3.002899,1.954248,1439.170972
0.003733,2.998211,1.941682,1431.194350
0.003719,2.992715,1.923102,1419.088824
0.003687,2.972709,1.898752,1413.175144
0.003674,2.959041,1.888929,1402.883763
0.003668,2.932846,1.880413,1395.857408
0.003658,2.928594,1.869774,1385.586308
0.003641,2.917790,1.853423,1372.693661
0.003607,2.901717,1.831577,1363.670630
0.003595,2.884889,1.816616,1357.781874
0.003585,2.855073,1.812884,1348.849305
0.003574,2.851570,1.803953,1334.948979
0.003554,2.836336,1.789580,1324.786702
0.003521,2.825157,1.769987,1317.895954
0.003508,2.804189,1.754241,1309.869431
0.003496,2.776657,1.750836,1297.359495
0.003483,2.768913,1.743424,1288.626838
0.003462,2.756289,1.730813,1276.942212
0.003430,2.742974,1.713173,1269.454197
0.003416,2.718594,1.690704,1257.935487
0.003403,2.693873,1.679215,1242.407611
0.003388,2.682171,1.663740,1225.841011
0.003364,2.660469,1.643500,1211.345689
0.003328,2.629143,1.618685,1193.450676
0.003321,2.598375,1.589516,1172.257000
0.003306,2.581479,1.566904,1153.074266
0.003279,2.556039,1.543184,1134.089082
0.003241,2.522440,1.515186,1112.452324
0.003230,2.487402,1.483140,1088.294305
0.003215,2.469626,1.447305,1068.127478
0.003189,2.444668,1.410393,1047.132302
0.003182,2.412873,1.378486,1024.220506
0.003169,2.374639,1.342951,999.524506
0.003149,2.359238,1.304071,979.128799
0.003152,2.338138,1.262156,958.243775
0.003158,2.311311,1.279039,936.112333
0.003155,2.279077,1.411516,912.856473
0.003144,2.259167,1.555078,892.136552
0.003124,2.244375,1.707766,873.064985
0.003131,2.234122,1.869658,853.345657
0.003136,2.219959,2.040782,833.081186
0.003135,2.227402,2.221122,812.370297
0.003125,2.229978,2.410607,795.418375
0.003107,2.227748,2.611767,779.399839
0.003118,2.219894,2.822121,763.331458
0.003123,2.209348,3.041336,747.272344
0.003120,2.218257,3.269120,731.268396
0.003113,2.221331,3.505119,716.538649
0.003097,2.218498,3.748914,705.568365
0.003111,2.210180,4.000023,694.945663
0.003116,2.203041,4.257900,698.005413
0.003114,2.212957,4.521937,699.943901
0.003105,2.217270,4.791463,700.037516
