2,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3,9.028517e-03,1.752102e-02,6.090410e-02,2.374359e-02
4,1.312799e-02,1.857014e-02,3.725376e-02,2.228434e-02
5,1.380946e-02,1.709510e-02,2.263168e-02,1.944956e-02
6,1.297915e-02,1.484799e-02,1.730842e-02,1.640216e-02
7,1.160482e-02,1.258002e-02,1.636024e-02,1.466039e-02
8,1.121224e-02,1.290512e-02,1.461237e-02,1.444225e-02
9,1.109419e-02,1.253538e-02,1.263792e-02,1.364565e-02
10,1.050817e-02,1.229970e-02,1.072440e-02,1.253719e-02
11,9.655760e-03,1.175542e-02,1.045237e-02,1.153974e-02
12,9.022538e-03,1.084069e-02,1.006386e-02,1.106838e-02
13,9.026755e-03,1.079240e-02,9.468894e-03,1.096615e-02
14,8.779344e-03,1.068061e-02,8.756210e-03,1.066118e-02
15,8.344065e-03,1.033915e-02,7.995058e-03,1.012376e-02
16,7.864148e-03,1.008212e-02,7.934270e-03,9.617902e-03
17,7.885102e-03,9.581896e-03,7.734296e-03,9.322155e-03
18,7.914509e-03,9.515850e-03,7.429530e-03,9.233102e-03
19,7.773504e-03,9.482257e-03,7.050855e-03,8.998027e-03
20,7.492668e-03,9.253535e-03,6.634793e-03,8.703816e-03
21,7.102897e-03,9.025094e-03,6.593214e-03,8.362461e-03
22,7.186780e-03,8.700485e-03,6.470274e-03,8.140905e-03
23,7.157246e-03,8.650002e-03,6.281356e-03,8.095244e-03
24,7.021405e-03,8.646241e-03,6.041223e-03,7.955501e-03
25,6.815189e-03,8.503947e-03,5.767095e-03,7.724424e-03
26,6.572015e-03,8.287914e-03,5.737551e-03,7.473491e-03
27,6.654798e-03,8.055769e-03,5.653226e-03,7.346122e-03
28,6.647597e-03,8.014545e-03,5.522456e-03,7.312122e-03
29,6.557621e-03,8.025146e-03,5.353573e-03,7.204797e-03
30,6.393566e-03,7.931479e-03,5.154590e-03,7.033242e-03
31,6.190991e-03,7.747722e-03,5.130806e-03,6.812538e-03
32,6.241376e-03,7.562761e-03,5.068016e-03,6.735340e-03
33,6.224832e-03,7.521170e-03,4.970087e-03,6.707599e-03
34,6.152097e-03,7.540491e-03,4.842270e-03,6.634775e-03
35,6.032148e-03,7.477690e-03,4.689801e-03,6.509560e-03
36,5.867726e-03,7.342066e-03,4.666433e-03,6.335090e-03
37,5.916501e-03,7.170459e-03,4.613852e-03,6.252696e-03
38,5.909039e-03,7.141923e-03,4.533092e-03,6.233260e-03
39,5.846451e-03,7.146941e-03,4.427926e-03,6.161132e-03
40,5.730244e-03,7.105085e-03,4.306846e-03,6.061181e-03
41,5.575625e-03,7.002133e-03,4.286705e-03,5.914848e-03
42,5.617639e-03,6.846550e-03,4.241087e-03,5.828295e-03
43,5.611791e-03,6.819429e-03,4.172631e-03,5.805053e-03
44,5.556075e-03,6.815660e-03,4.084197e-03,5.750233e-03
45,5.450537e-03,6.787656e-03,3.979675e-03,5.659960e-03
46,5.315133e-03,6.706275e-03,3.959352e-03,5.551256e-03
47,5.341768e-03,6.575332e-03,3.919089e-03,5.452592e-03
48,5.330811e-03,6.531205e-03,3.859921e-03,5.424054e-03
49,5.273389e-03,6.526155e-03,3.784135e-03,5.376351e-03
50,5.179036e-03,6.505721e-03,3.701302e-03,5.315797e-03
51,5.065123e-03,6.436707e-03,3.678133e-03,5.244551e-03
52,5.080271e-03,6.321126e-03,3.638024e-03,5.174421e-03
53,5.059200e-03,6.262352e-03,3.582827e-03,5.098574e-03
54,5.002902e-03,6.262598e-03,3.514467e-03,5.059019e-03
55,4.930883e-03,6.243752e-03,3.448103e-03,5.022391e-03
56,4.819211e-03,6.179135e-03,3.426714e-03,4.977411e-03
57,4.825482e-03,6.085399e-03,3.391212e-03,4.926120e-03
58,4.801955e-03,6.001063e-03,3.343133e-03,4.867061e-03
59,4.763199e-03,6.012512e-03,3.284049e-03,4.803220e-03
60,4.685626e-03,5.989764e-03,3.216256e-03,4.760001e-03
61,4.586090e-03,5.922894e-03,3.194040e-03,4.726737e-03
62,4.586036e-03,5.855924e-03,3.161435e-03,4.695304e-03
63,4.573727e-03,5.755271e-03,3.120182e-03,4.653829e-03
64,4.525003e-03,5.766460e-03,3.069609e-03,4.600949e-03
65,4.461083e-03,5.735201e-03,3.015582e-03,4.547419e-03
66,4.376629e-03,5.692412e-03,2.996553e-03,4.532719e-03
67,4.370506e-03,5.623341e-03,2.968301e-03,4.510290e-03
68,4.345319e-03,5.527582e-03,2.931799e-03,4.451891e-03
69,4.311172e-03,5.517936e-03,2.887982e-03,4.467434e-03
70,4.253521e-03,5.496488e-03,2.837733e-03,4.460254e-03
71,4.170496e-03,5.459732e-03,2.809568e-03,4.419257e-03
72,4.153308e-03,5.389400e-03,2.786235e-03,4.352478e-03
73,4.143468e-03,5.350886e-03,2.755852e-03,4.361035e-03
74,4.108429e-03,5.338905e-03,2.719174e-03,4.337347e-03
75,4.053509e-03,5.288686e-03,2.676907e-03,4.281607e-03
76,3.990495e-03,5.331580e-03,2.654295e-03,4.210965e-03
77,3.982503e-03,5.341918e-03,2.634909e-03,4.201715e-03
78,3.965415e-03,5.314672e-03,2.609728e-03,4.160822e-03
79,3.994164e-03,5.249782e-03,2.579216e-03,4.087910e-03
80,4.024633e-03,5.242476e-03,2.543791e-03,4.013039e-03
81,4.027205e-03,5.233546e-03,2.506670e-03,3.982768e-03
82,4.001385e-03,5.187272e-03,2.491139e-03,3.920492e-03
