ZONE	i=65	j=49
	6.2500000000000000E-01,	7.7863121703012028E-01
	6.5625000000000000E-01,	7.7585908364692491E-01
	6.8750000000000000E-01,	7.7308695026372964E-01
	7.1875000000000000E-01,	7.7031481688053416E-01
	7.5000000000000000E-01,	7.6754268349733845E-01
	7.8125000000000000E-01,	7.6477055011414319E-01
	8.1250000000000000E-01,	7.6199841673094781E-01
	8.4375000000000000E-01,	7.5922628334775244E-01
	8.7500000000000000E-01,	7.5645414996455707E-01
	9.0625000000000000E-01,	7.5368201658136169E-01
	9.3750000000000000E-01,	7.5090988319816643E-01
	9.6875000000000000E-01,	7.4813774981497083E-01
	1.0000000000000000E+00,	7.4536561643177579E-01
	1.0312500000000000E+00,	7.4536561643177557E-01
	1.0625000000000000E+00,	7.4536561643177579E-01
	1.0937500000000000E+00,	7.4536561643177579E-01
	1.1250000000000000E+00,	7.4536561643177546E-01
	1.1562500000000000E+00,	7.4536561643177535E-01
	1.1875000000000000E+00,	7.4536561643177557E-01
	1.2187500000000000E+00,	7.4536561643177579E-01
	1.2500000000000000E+00,	7.4536561643177557E-01
	1.2812500000000000E+00,	7.4536561643177546E-01
	1.3125000000000000E+00,	7.4536561643177546E-01
	1.3437500000000000E+00,	7.4536561643177557E-01
	1.3750000000000000E+00,	7.4536561643177546E-01
	1.4062500000000000E+00,	7.4536561643177557E-01
	1.4375000000000000E+00,	7.4536561643177579E-01
	1.4687500000000000E+00,	7.4536561643177557E-01
	1.5000000000000000E+00,	7.4536561643177557E-01
	-5.0000000000000000E-01,	7.7668699529397889E-01
	-4.6875000000000000E-01,	7.7668699529397889E-01
	-4.3750000000000000E-01,	7.7668699529397911E-01
	-4.0625000000000000E-01,	7.7668699529397867E-01
	-3.7500000000000000E-01,	7.7668699529397911E-01
	-3.4375000000000000E-01,	7.7668699529397889E-01
	-3.1250000000000000E-01,	7.7668699529397900E-01
	-2.8125000000000000E-01,	7.7668699529397900E-01
	-2.5000000000000000E-01,	7.7668699529397889E-01
	-2.1875000000000000E-01,	7.7668699529397867E-01
	-1.8750000000000000E-01,	7.7668699529397889E-01
	-1.5625000000000000E-01,	7.7668699529397889E-01
	-1.2500000000000000E-01,	7.7668699529397900E-01
	-9.3750000000000000E-02,	7.7668699529397867E-01
	-6.2500000000000000E-02,	7.7668699529397889E-01
	-3.1250000000000000E-02,	7.7668699529397855E-01
	0.0000000000000000E+00,	7.7668699529397889E-01
	3.1250000000000000E-02,	7.7934407025704067E-01
	6.2500000000000000E-02,	7.8200114522010300E-01
	9.3750000000000000E-02,	7.8465822018316500E-01
	1.2500000000000000E-01,	7.8731529514622756E-01
	1.5625000000000000E-01,	7.8997237010928933E-01
	1.8750000000000000E-01,	7.9262944507235134E-01
	2.1875000000000000E-01,	7.9528652003541334E-01
	2.5000000000000000E-01,	7.9794359499847556E-01
	2.8125000000000000E-01,	8.0060066996153756E-01
	3.1250000000000000E-01,	8.0325774492459967E-01
	3.4375000000000000E-01,	8.0591481988766167E-01
	3.7500000000000000E-01,	8.0857189485072400E-01
	4.0625000000000000E-01,	8.1122896981378601E-01
	4.3750000000000000E-01,	8.1388604477684812E-01
	4.6875000000000000E-01,	8.1654311973991023E-01
	5.0000000000000000E-01,	8.1920019470297234E-01
	5.3125000000000000E-01,	8.1654311973991012E-01
	5.6250000000000000E-01,	8.1388604477684812E-01
	5.9375000000000000E-01,	8.1122896981378578E-01
	6.2500000000000000E-01,	8.0857189485072400E-01
	6.5625000000000000E-01,	8.0591481988766200E-01
	6.8750000000000000E-01,	8.0325774492460011E-01
	7.1875000000000000E-01,	8.0060066996153778E-01
	7.5000000000000000E-01,	7.9794359499847534E-01
	7.8125000000000000E-01,	7.9528652003541334E-01
	8.1250000000000000E-01,	7.9262944507235134E-01
	8.4375000000000000E-01,	7.8997237010928922E-01
	8.7500000000000000E-01,	7.8731529514622711E-01
	9.0625000000000000E-01,	7.8465822018316500E-01
	9.3750000000000000E-01,	7.8200114522010311E-01
	9.6875000000000000E-01,	7.7934407025704067E-01
	1.0000000000000000E+00,	7.7668699529397900E-01
	1.0312500000000000E+00,	7.7668699529397889E-01
	1.0625000000000000E+00,	7.7668699529397900E-01
	1.0937500000000000E+00,	7.7668699529397911E-01
	1.1250000000000000E+00,	7.7668699529397867E-01
	1.1562500000000000E+00,	7.7668699529397855E-01
	1.1875000000000000E+00,	7.7668699529397889E-01
	1.2187500000000000E+00,	7.7668699529397900E-01
	1.2500000000000000E+00,	7.7668699529397889E-01
	1.2812500000000000E+00,	7.7668699529397867E-01
	1.3125000000000000E+00,	7.7668699529397867E-01
	1.3437500000000000E+00,	7.7668699529397889E-01
	1.3750000000000000E+00,	7.7668699529397867E-01
	1.4062500000000000E+00,	7.7668699529397889E-01
	1.4375000000000000E+00,	7.7668699529397900E-01
	1.4687500000000000E+00,	7.7668699529397889E-01
	1.5000000000000000E+00,	7.7668699529397889E-01
	-5.0000000000000000E-01,	8.0802386884309696E-01
	-4.6875000000000000E-01,	8.0802386884309696E-01
	-4.3750000000000000E-01,	8.0802386884309707E-01
	-4.0625000000000000E-01,	8.0802386884309685E-01
	-3.7500000000000000E-01,	8.0802386884309707E-01
	-3.4375000000000000E-01,	8.0802386884309696E-01
	-3.1250000000000000E-01,	8.0802386884309707E-01
	-2.8125000000000000E-01,	8.0802386884309707E-01
	-2.5000000000000000E-01,	8.0802386884309696E-01
	-2.1875000000000000E-01,	8.0802386884309685E-01
	-1.8750000000000000E-01,	8.0802386884309696E-01
	-1.5625000000000000E-01,	8.0802386884309696E-01
	-1.2500000000000000E-01,	8.0802386884309707E-01
	-9.3750000000000000E-02,	8.0802386884309685E-01
	-6.2500000000000000E-02,	8.0802386884309696E-01
	-3.1250000000000000E-02,	8.0802386884309685E-01
	0.0000000000000000E+00,	8.0802386884309696E-01
	3.1250000000000000E-02,	8.1056582846662228E-01
	6.2500000000000000E-02,	8.1310778809014783E-01
	9.3750000000000000E-02,	8.1564974771367338E-01
	1.2500000000000000E-01,	8.1819170733719893E-01
	1.5625000000000000E-01,	8.2073366696072425E-01
	1.8750000000000000E-01,	8.2327562658424958E-01
	2.1875000000000000E-01,	8.2581758620777501E-01
	2.5000000000000000E-01,	8.2835954583130056E-01
	2.8125000000000000E-01,	8.3090150545482588E-01
	3.1250000000000000E-01,	8.3344346507835154E-01
	3.4375000000000000E-01,	8.3598542470187687E-01
	3.7500000000000000E-01,	8.3852738432540241E-01
	4.0625000000000000E-01,	8.4106934394892774E-01
	4.3750000000000000E-01,	8.4361130357245329E-01
	4.6875000000000000E-01,	8.4615326319597861E-01
	5.0000000000000000E-01,	8.4869522281950394E-01
	5.3125000000000000E-01,	8.4615326319597850E-01
	5.6250000000000000E-01,	8.4361130357245329E-01
	5.9375000000000000E-01,	8.4106934394892763E-01
	6.2500000000000000E-01,	8.3852738432540241E-01
	6.5625000000000000E-01,	8.3598542470187698E-01
	6.8750000000000000E-01,	8.3344346507835165E-01
	7.1875000000000000E-01,	8.3090150545482611E-01
	7.5000000000000000E-01,	8.2835954583130034E-01
	7.8125000000000000E-01,	8.2581758620777501E-01
	8.1250000000000000E-01,	8.2327562658424958E-01
	8.4375000000000000E-01,	8.2073366696072414E-01
	8.7500000000000000E-01,	8.1819170733719859E-01
	9.0625000000000000E-01,	8.1564974771367338E-01
	9.3750000000000000E-01,	8.1310778809014783E-01
	9.6875000000000000E-01,	8.1056582846662240E-01
	1.0000000000000000E+00,	8.0802386884309707E-01
	1.0312500000000000E+00,	8.0802386884309696E-01
	1.0625000000000000E+00,	8.0802386884309707E-01
	1.0937500000000000E+00,	8.0802386884309707E-01
	1.1250000000000000E+00,	8.0802386884309685E-01
	1.1562500000000000E+00,	8.0802386884309685E-01
	1.1875000000000000E+00,	8.0802386884309696E-01
	1.2187500000000000E+00,	8.0802386884309707E-01
	1.2500000000000000E+00,	8.0802386884309696E-01
	1.2812500000000000E+00,	8.0802386884309685E-01
	1.3125000000000000E+00,	8.0802386884309685E-01
	1.3437500000000000E+00,	8.0802386884309696E-01
	1.3750000000000000E+00,	8.0802386884309685E-01
	1.4062500000000000E+00,	8.0802386884309696E-01
	1.4375000000000000E+00,	8.0802386884309707E-01
	1.4687500000000000E+00,	8.0802386884309696E-01
	1.5000000000000000E+00,	8.0802386884309696E-01
	-5.0000000000000000E-01,	8.3937557296021570E-01
	-4.6875000000000000E-01,	8.3937557296021570E-01
	-4.3750000000000000E-01,	8.3937557296021603E-01
	-4.0625000000000000E-01,	8.3937557296021559E-01
	-3.7500000000000000E-01,	8.3937557296021603E-01
	-3.4375000000000000E-01,	8.3937557296021570E-01
	-3.1250000000000000E-01,	8.3937557296021603E-01
	-2.8125000000000000E-01,	8.3937557296021603E-01
	-2.5000000000000000E-01,	8.3937557296021570E-01
	-2.1875000000000000E-01,	8.3937557296021559E-01
	-1.8750000000000000E-01,	8.3937557296021570E-01
	-1.5625000000000000E-01,	8.3937557296021570E-01
	-1.2500000000000000E-01,	8.3937557296021603E-01
	-9.3750000000000000E-02,	8.3937557296021559E-01
	-6.2500000000000000E-02,	8.3937557296021570E-01
	-3.1250000000000000E-02,	8.3937557296021537E-01
	0.0000000000000000E+00,	8.3937557296021570E-01
	3.1250000000000000E-02,	8.4180236276442766E-01
	6.2500000000000000E-02,	8.4422915256864006E-01
	9.3750000000000000E-02,	8.4665594237285224E-01
	1.2500000000000000E-01,	8.4908273217706476E-01
	1.5625000000000000E-01,	8.5150952198127672E-01
	1.8750000000000000E-01,	8.5393631178548879E-01
	2.1875000000000000E-01,	8.5636310158970097E-01
	2.5000000000000000E-01,	8.5878989139391315E-01
	2.8125000000000000E-01,	8.6121668119812522E-01
	3.1250000000000000E-01,	8.6364347100233763E-01
	3.4375000000000000E-01,	8.6607026080654959E-01
	3.7500000000000000E-01,	8.6849705061076199E-01
	4.0625000000000000E-01,	8.7092384041497406E-01
	4.3750000000000000E-01,	8.7335063021918624E-01
	4.6875000000000000E-01,	8.7577742002339842E-01
	5.0000000000000000E-01,	8.7820420982761060E-01
	5.3125000000000000E-01,	8.7577742002339842E-01
	5.6250000000000000E-01,	8.7335063021918624E-01
	5.9375000000000000E-01,	8.7092384041497395E-01
	6.2500000000000000E-01,	8.6849705061076199E-01
	6.5625000000000000E-01,	8.6607026080654992E-01
	6.8750000000000000E-01,	8.6364347100233796E-01
	7.1875000000000000E-01,	8.6121668119812556E-01
	7.5000000000000000E-01,	8.5878989139391304E-01
	7.8125000000000000E-01,	8.5636310158970097E-01
	8.1250000000000000E-01,	8.5393631178548879E-01
	8.4375000000000000E-01,	8.5150952198127661E-01
	8.7500000000000000E-01,	8.4908273217706431E-01
	9.0625000000000000E-01,	8.4665594237285224E-01
	9.3750000000000000E-01,	8.4422915256864017E-01
	9.6875000000000000E-01,	8.4180236276442777E-01
	1.0000000000000000E+00,	8.3937557296021603E-01
	1.0312500000000000E+00,	8.3937557296021570E-01
	1.0625000000000000E+00,	8.3937557296021603E-01
	1.0937500000000000E+00,	8.3937557296021603E-01
	1.1250000000000000E+00,	8.3937557296021559E-01
	1.1562500000000000E+00,	8.3937557296021537E-01
	1.1875000000000000E+00,	8.3937557296021570E-01
	1.2187500000000000E+00,	8.3937557296021603E-01
	1.2500000000000000E+00,	8.3937557296021570E-01
	1.2812500000000000E+00,	8.3937557296021559E-01
	1.3125000000000000E+00,	8.3937557296021559E-01
	1.3437500000000000E+00,	8.3937557296021570E-01
	1.3750000000000000E+00,	8.3937557296021559E-01
	1.4062500000000000E+00,	8.3937557296021570E-01
	1.4375000000000000E+00,	8.3937557296021603E-01
	1.4687500000000000E+00,	8.3937557296021570E-01
	1.5000000000000000E+00,	8.3937557296021570E-01
	-5.0000000000000000E-01,	8.7074144225835182E-01
	-4.6875000000000000E-01,	8.7074144225835182E-01
	-4.3750000000000000E-01,	8.7074144225835193E-01
	-4.0625000000000000E-01,	8.7074144225835159E-01
	-3.7500000000000000E-01,	8.7074144225835193E-01
	-3.4375000000000000E-01,	8.7074144225835182E-01
	-3.1250000000000000E-01,	8.7074144225835182E-01
	-2.8125000000000000E-01,	8.7074144225835182E-01
	-2.5000000000000000E-01,	8.7074144225835182E-01
	-2.1875000000000000E-01,	8.7074144225835159E-01
	-1.8750000000000000E-01,	8.7074144225835182E-01
	-1.5625000000000000E-01,	8.7074144225835182E-01
	-1.2500000000000000E-01,	8.7074144225835182E-01
	-9.3750000000000000E-02,	8.7074144225835159E-01
	-6.2500000000000000E-02,	8.7074144225835182E-01
	-3.1250000000000000E-02,	8.7074144225835148E-01
	0.0000000000000000E+00,	8.7074144225835182E-01
	3.1250000000000000E-02,	8.7305301020775872E-01
	6.2500000000000000E-02,	8.7536457815716617E-01
	9.3750000000000000E-02,	8.7767614610657341E-01
	1.2500000000000000E-01,	8.7998771405598097E-01
	1.5625000000000000E-01,	8.8229928200538810E-01
	1.8750000000000000E-01,	8.8461084995479511E-01
	2.1875000000000000E-01,	8.8692241790420245E-01
	2.5000000000000000E-01,	8.8923398585360980E-01
	2.8125000000000000E-01,	8.9154555380301692E-01
	3.1250000000000000E-01,	8.9385712175242427E-01
	3.4375000000000000E-01,	8.9616868970183139E-01
	3.7500000000000000E-01,	8.9848025765123885E-01
	4.0625000000000000E-01,	9.0079182560064597E-01
	4.3750000000000000E-01,	9.0310339355005320E-01
	4.6875000000000000E-01,	9.0541496149946044E-01
	5.0000000000000000E-01,	9.0772652944886767E-01
	5.3125000000000000E-01,	9.0541496149946044E-01
	5.6250000000000000E-01,	9.0310339355005320E-01
	5.9375000000000000E-01,	9.0079182560064575E-01
	6.2500000000000000E-01,	8.9848025765123885E-01
	6.5625000000000000E-01,	8.9616868970183161E-01
	6.8750000000000000E-01,	8.9385712175242449E-01
	7.1875000000000000E-01,	8.9154555380301703E-01
	7.5000000000000000E-01,	8.8923398585360947E-01
	7.8125000000000000E-01,	8.8692241790420245E-01
	8.1250000000000000E-01,	8.8461084995479511E-01
	8.4375000000000000E-01,	8.8229928200538787E-01
	8.7500000000000000E-01,	8.7998771405598064E-01
	9.0625000000000000E-01,	8.7767614610657341E-01
	9.3750000000000000E-01,	8.7536457815716628E-01
	9.6875000000000000E-01,	8.7305301020775872E-01
	1.0000000000000000E+00,	8.7074144225835182E-01
	1.0312500000000000E+00,	8.7074144225835182E-01
	1.0625000000000000E+00,	8.7074144225835182E-01
	1.0937500000000000E+00,	8.7074144225835193E-01
	1.1250000000000000E+00,	8.7074144225835159E-01
	1.1562500000000000E+00,	8.7074144225835148E-01
	1.1875000000000000E+00,	8.7074144225835182E-01
	1.2187500000000000E+00,	8.7074144225835182E-01
	1.2500000000000000E+00,	8.7074144225835182E-01
	1.2812500000000000E+00,	8.7074144225835159E-01
	1.3125000000000000E+00,	8.7074144225835159E-01
	1.3437500000000000E+00,	8.7074144225835182E-01
	1.3750000000000000E+00,	8.7074144225835159E-01
	1.4062500000000000E+00,	8.7074144225835182E-01
	1.4375000000000000E+00,	8.7074144225835182E-01
	1.4687500000000000E+00,	8.7074144225835182E-01
	1.5000000000000000E+00,	8.7074144225835182E-01
	-5.0000000000000000E-01,	9.0212081013850998E-01
	-4.6875000000000000E-01,	9.0212081013850998E-01
	-4.3750000000000000E-01,	9.0212081013851020E-01
	-4.0625000000000000E-01,	9.0212081013850975E-01
	-3.7500000000000000E-01,	9.0212081013851020E-01
	-3.4375000000000000E-01,	9.0212081013850998E-01
	-3.1250000000000000E-01,	9.0212081013851009E-01
	-2.8125000000000000E-01,	9.0212081013851009E-01
	-2.5000000000000000E-01,	9.0212081013850998E-01
	-2.1875000000000000E-01,	9.0212081013850975E-01
	-1.8750000000000000E-01,	9.0212081013850998E-01
	-1.5625000000000000E-01,	9.0212081013850998E-01
	-1.2500000000000000E-01,	9.0212081013851009E-01
	-9.3750000000000000E-02,	9.0212081013850975E-01
	-6.2500000000000000E-02,	9.0212081013850998E-01
	-3.1250000000000000E-02,	9.0212081013850975E-01
	0.0000000000000000E+00,	9.0212081013850998E-01
	3.1250000000000000E-02,	9.0431710664635767E-01
	6.2500000000000000E-02,	9.0651340315420581E-01
	9.3750000000000000E-02,	9.0870969966205373E-01
	1.2500000000000000E-01,	9.1090599616990187E-01
	1.5625000000000000E-01,	9.1310229267774956E-01
	1.8750000000000000E-01,	9.1529858918559737E-01
	2.1875000000000000E-01,	9.1749488569344528E-01
	2.5000000000000000E-01,	9.1969118220129331E-01
	2.8125000000000000E-01,	9.2188747870914101E-01
	3.1250000000000000E-01,	9.2408377521698915E-01
	3.4375000000000000E-01,	9.2628007172483684E-01
	3.7500000000000000E-01,	9.2847636823268487E-01
	4.0625000000000000E-01,	9.3067266474053278E-01
	4.3750000000000000E-01,	9.3286896124838070E-01
	4.6875000000000000E-01,	9.3506525775622862E-01
	5.0000000000000000E-01,	9.3726155426407654E-01
	5.3125000000000000E-01,	9.3506525775622851E-01
	5.6250000000000000E-01,	9.3286896124838070E-01
	5.9375000000000000E-01,	9.3067266474053256E-01
	6.2500000000000000E-01,	9.2847636823268487E-01
	6.5625000000000000E-01,	9.2628007172483706E-01
	6.8750000000000000E-01,	9.2408377521698926E-01
	7.1875000000000000E-01,	9.2188747870914112E-01
	7.5000000000000000E-01,	9.1969118220129298E-01
	7.8125000000000000E-01,	9.1749488569344528E-01
	8.1250000000000000E-01,	9.1529858918559737E-01
	8.4375000000000000E-01,	9.1310229267774945E-01
	8.7500000000000000E-01,	9.1090599616990153E-01
	9.0625000000000000E-01,	9.0870969966205373E-01
	9.3750000000000000E-01,	9.0651340315420581E-01
	9.6875000000000000E-01,	9.0431710664635778E-01
	1.0000000000000000E+00,	9.0212081013851009E-01
	1.0312500000000000E+00,	9.0212081013850998E-01
	1.0625000000000000E+00,	9.0212081013851009E-01
	1.0937500000000000E+00,	9.0212081013851020E-01
	1.1250000000000000E+00,	9.0212081013850975E-01
	1.1562500000000000E+00,	9.0212081013850975E-01
	1.1875000000000000E+00,	9.0212081013850998E-01
	1.2187500000000000E+00,	9.0212081013851009E-01
	1.2500000000000000E+00,	9.0212081013850998E-01
	1.2812500000000000E+00,	9.0212081013850975E-01
	1.3125000000000000E+00,	9.0212081013850975E-01
	1.3437500000000000E+00,	9.0212081013850998E-01
	1.3750000000000000E+00,	9.0212081013850975E-01
	1.4062500000000000E+00,	9.0212081013850998E-01
	1.4375000000000000E+00,	9.0212081013851009E-01
	1.4687500000000000E+00,	9.0212081013850998E-01
	1.5000000000000000E+00,	9.0212081013850998E-01
	-5.0000000000000000E-01,	9.3351300884594590E-01
	-4.6875000000000000E-01,	9.3351300884594590E-01
	-4.3750000000000000E-01,	9.3351300884594612E-01
	-4.0625000000000000E-01,	9.3351300884594579E-01
	-3.7500000000000000E-01,	9.3351300884594612E-01
	-3.4375000000000000E-01,	9.3351300884594590E-01
	-3.1250000000000000E-01,	9.3351300884594612E-01
	-2.8125000000000000E-01,	9.3351300884594612E-01
	-2.5000000000000000E-01,	9.3351300884594590E-01
	-2.1875000000000000E-01,	9.3351300884594579E-01
	-1.8750000000000000E-01,	9.3351300884594590E-01
	-1.5625000000000000E-01,	9.3351300884594590E-01
	-1.2500000000000000E-01,	9.3351300884594612E-01
	-9.3750000000000000E-02,	9.3351300884594579E-01
	-6.2500000000000000E-02,	9.3351300884594590E-01
	-3.1250000000000000E-02,	9.3351300884594568E-01
	0.0000000000000000E+00,	9.3351300884594590E-01
	3.1250000000000000E-02,	9.3559398677846273E-01
	6.2500000000000000E-02,	9.3767496471097989E-01
	9.3750000000000000E-02,	9.3975594264349704E-01
	1.2500000000000000E-01,	9.4183692057601420E-01
	1.5625000000000000E-01,	9.4391789850853103E-01
	1.8750000000000000E-01,	9.4599887644104808E-01
	2.1875000000000000E-01,	9.4807985437356512E-01
	2.5000000000000000E-01,	9.5016083230608217E-01
	2.8125000000000000E-01,	9.5224181023859911E-01
	3.1250000000000000E-01,	9.5432278817111627E-01
	3.4375000000000000E-01,	9.5640376610363309E-01
	3.7500000000000000E-01,	9.5848474403615025E-01
	4.0625000000000000E-01,	9.6056572196866719E-01
	4.3750000000000000E-01,	9.6264669990118445E-01
	4.6875000000000000E-01,	9.6472767783370139E-01
	5.0000000000000000E-01,	9.6680865576621833E-01
	5.3125000000000000E-01,	9.6472767783370117E-01
	5.6250000000000000E-01,	9.6264669990118445E-01
	5.9375000000000000E-01,	9.6056572196866707E-01
	6.2500000000000000E-01,	9.5848474403615025E-01
	6.5625000000000000E-01,	9.5640376610363320E-01
	6.8750000000000000E-01,	9.5432278817111649E-01
	7.1875000000000000E-01,	9.5224181023859911E-01
	7.5000000000000000E-01,	9.5016083230608184E-01
	7.8125000000000000E-01,	9.4807985437356512E-01
	8.1250000000000000E-01,	9.4599887644104808E-01
	8.4375000000000000E-01,	9.4391789850853103E-01
	8.7500000000000000E-01,	9.4183692057601387E-01
	9.0625000000000000E-01,	9.3975594264349704E-01
	9.3750000000000000E-01,	9.3767496471098011E-01
	9.6875000000000000E-01,	9.3559398677846284E-01
	1.0000000000000000E+00,	9.3351300884594612E-01
	1.0312500000000000E+00,	9.3351300884594590E-01
	1.0625000000000000E+00,	9.3351300884594612E-01
	1.0937500000000000E+00,	9.3351300884594612E-01
	1.1250000000000000E+00,	9.3351300884594579E-01
	1.1562500000000000E+00,	9.3351300884594568E-01
	1.1875000000000000E+00,	9.3351300884594590E-01
	1.2187500000000000E+00,	9.3351300884594612E-01
	1.2500000000000000E+00,	9.3351300884594590E-01
	1.2812500000000000E+00,	9.3351300884594579E-01
	1.3125000000000000E+00,	9.3351300884594579E-01
	1.3437500000000000E+00,	9.3351300884594590E-01
	1.3750000000000000E+00,	9.3351300884594579E-01
	1.4062500000000000E+00,	9.3351300884594590E-01
	1.4375000000000000E+00,	9.3351300884594612E-01
	1.4687500000000000E+00,	9.3351300884594590E-01
	1.5000000000000000E+00,	9.3351300884594590E-01
	-5.0000000000000000E-01,	9.6491736952665119E-01
	-4.6875000000000000E-01,	9.6491736952665119E-01
	-4.3750000000000000E-01,	9.6491736952665141E-01
	-4.0625000000000000E-01,	9.6491736952665097E-01
	-3.7500000000000000E-01,	9.6491736952665141E-01
	-3.4375000000000000E-01,	9.6491736952665119E-01
	-3.1250000000000000E-01,	9.6491736952665130E-01
	-2.8125000000000000E-01,	9.6491736952665130E-01
	-2.5000000000000000E-01,	9.6491736952665119E-01
	-2.1875000000000000E-01,	9.6491736952665097E-01
	-1.8750000000000000E-01,	9.6491736952665119E-01
	-1.5625000000000000E-01,	9.6491736952665119E-01
	-1.2500000000000000E-01,	9.6491736952665130E-01
	-9.3750000000000000E-02,	9.6491736952665097E-01
	-6.2500000000000000E-02,	9.6491736952665119E-01
	-3.1250000000000000E-02,	9.6491736952665086E-01
	0.0000000000000000E+00,	9.6491736952665119E-01
	3.1250000000000000E-02,	9.6688298420708652E-01
	6.2500000000000000E-02,	9.6884859888752217E-01
	9.3750000000000000E-02,	9.7081421356795794E-01
	1.2500000000000000E-01,	9.7277982824839382E-01
	1.5625000000000000E-01,	9.7474544292882925E-01
	1.8750000000000000E-01,	9.7671105760926458E-01
	2.1875000000000000E-01,	9.7867667228970034E-01
	2.5000000000000000E-01,	9.8064228697013600E-01
	2.8125000000000000E-01,	9.8260790165057132E-01
	3.1250000000000000E-01,	9.8457351633100720E-01
	3.4375000000000000E-01,	9.8653913101144253E-01
	3.7500000000000000E-01,	9.8850474569187841E-01
	4.0625000000000000E-01,	9.9047036037231373E-01
	4.3750000000000000E-01,	9.9243597505274961E-01
	4.6875000000000000E-01,	9.9440158973318515E-01
	5.0000000000000000E-01,	9.9636720441362070E-01
	5.3125000000000000E-01,	9.9440158973318493E-01
	5.6250000000000000E-01,	9.9243597505274961E-01
	5.9375000000000000E-01,	9.9047036037231373E-01
	6.2500000000000000E-01,	9.8850474569187841E-01
	6.5625000000000000E-01,	9.8653913101144286E-01
	6.8750000000000000E-01,	9.8457351633100743E-01
	7.1875000000000000E-01,	9.8260790165057166E-01
	7.5000000000000000E-01,	9.8064228697013567E-01
	7.8125000000000000E-01,	9.7867667228970034E-01
	8.1250000000000000E-01,	9.7671105760926458E-01
	8.4375000000000000E-01,	9.7474544292882892E-01
	8.7500000000000000E-01,	9.7277982824839337E-01
	9.0625000000000000E-01,	9.7081421356795794E-01
	9.3750000000000000E-01,	9.6884859888752251E-01
	9.6875000000000000E-01,	9.6688298420708652E-01
	1.0000000000000000E+00,	9.6491736952665130E-01
	1.0312500000000000E+00,	9.6491736952665119E-01
	1.0625000000000000E+00,	9.6491736952665130E-01
	1.0937500000000000E+00,	9.6491736952665141E-01
	1.1250000000000000E+00,	9.6491736952665097E-01
	1.1562500000000000E+00,	9.6491736952665086E-01
	1.1875000000000000E+00,	9.6491736952665119E-01
	1.2187500000000000E+00,	9.6491736952665130E-01
	1.2500000000000000E+00,	9.6491736952665119E-01
	1.2812500000000000E+00,	9.6491736952665097E-01
	1.3125000000000000E+00,	9.6491736952665097E-01
	1.3437500000000000E+00,	9.6491736952665119E-01
	1.3750000000000000E+00,	9.6491736952665097E-01
	1.4062500000000000E+00,	9.6491736952665119E-01
	1.4375000000000000E+00,	9.6491736952665130E-01
	1.4687500000000000E+00,	9.6491736952665119E-01
	1.5000000000000000E+00,	9.6491736952665119E-01
	-5.0000000000000000E-01,	9.9633322228403365E-01
	-4.6875000000000000E-01,	9.9633322228403365E-01
	-4.3750000000000000E-01,	9.9633322228403409E-01
	-4.0625000000000000E-01,	9.9633322228403343E-01
	-3.7500000000000000E-01,	9.9633322228403409E-01
	-3.4375000000000000E-01,	9.9633322228403365E-01
	-3.1250000000000000E-01,	9.9633322228403376E-01
	-2.8125000000000000E-01,	9.9633322228403376E-01
	-2.5000000000000000E-01,	9.9633322228403365E-01
	-2.1875000000000000E-01,	9.9633322228403343E-01
	-1.8750000000000000E-01,	9.9633322228403365E-01
	-1.5625000000000000E-01,	9.9633322228403365E-01
	-1.2500000000000000E-01,	9.9633322228403376E-01
	-9.3750000000000000E-02,	9.9633322228403343E-01
	-6.2500000000000000E-02,	9.9633322228403365E-01
	-3.1250000000000000E-02,	9.9633322228403332E-01
	0.0000000000000000E+00,	9.9633322228403365E-01
	3.1250000000000000E-02,	9.9818343149648792E-01
	6.2500000000000000E-02,	1.0000336407089430E+00
	9.3750000000000000E-02,	1.0018838499213969E+00
	1.2500000000000000E-01,	1.0037340591338519E+00
	1.5625000000000000E-01,	1.0055842683463070E+00
	1.8750000000000000E-01,	1.0074344775587609E+00
	2.1875000000000000E-01,	1.0092846867712160E+00
	2.5000000000000000E-01,	1.0111348959836699E+00
	2.8125000000000000E-01,	1.0129851051961249E+00
	3.1250000000000000E-01,	1.0148353144085791E+00
	3.4375000000000000E-01,	1.0166855236210330E+00
	3.7500000000000000E-01,	1.0185357328334881E+00
	4.0625000000000000E-01,	1.0203859420459429E+00
	4.3750000000000000E-01,	1.0222361512583971E+00
	4.6875000000000000E-01,	1.0240863604708521E+00
	5.0000000000000000E-01,	1.0259365696833060E+00
	5.3125000000000000E-01,	1.0240863604708510E+00
	5.6250000000000000E-01,	1.0222361512583971E+00
	5.9375000000000000E-01,	1.0203859420459420E+00
	6.2500000000000000E-01,	1.0185357328334881E+00
	6.5625000000000000E-01,	1.0166855236210339E+00
	6.8750000000000000E-01,	1.0148353144085800E+00
	7.1875000000000000E-01,	1.0129851051961249E+00
	7.5000000000000000E-01,	1.0111348959836699E+00
	7.8125000000000000E-01,	1.0092846867712160E+00
	8.1250000000000000E-01,	1.0074344775587609E+00
	8.4375000000000000E-01,	1.0055842683463061E+00
	8.7500000000000000E-01,	1.0037340591338511E+00
	9.0625000000000000E-01,	1.0018838499213969E+00
	9.3750000000000000E-01,	1.0000336407089430E+00
	9.6875000000000000E-01,	9.9818343149648792E-01
	1.0000000000000000E+00,	9.9633322228403376E-01
