ZONE	i=65	j=49
	-1.5625000000000000E-01,	2.4686698266122689E-01
	-1.2500000000000000E-01,	2.4686698266122689E-01
	-9.3750000000000000E-02,	2.4686698266122689E-01
	-6.2500000000000000E-02,	2.4686698266122689E-01
	-3.1250000000000000E-02,	2.4686698266122681E-01
	0.0000000000000000E+00,	2.4686698266122689E-01
	3.1250000000000000E-02,	2.5147034018984010E-01
	6.2500000000000000E-02,	2.5607369771845329E-01
	9.3750000000000000E-02,	2.6067705524706658E-01
	1.2500000000000000E-01,	2.6528041277567987E-01
	1.5625000000000000E-01,	2.6988377030429300E-01
	1.8750000000000000E-01,	2.7448712783290619E-01
	2.1875000000000000E-01,	2.7909048536151942E-01
	2.5000000000000000E-01,	2.8369384289013272E-01
	2.8125000000000000E-01,	2.8829720041874579E-01
	3.1250000000000000E-01,	2.9290055794735909E-01
	3.4375000000000000E-01,	2.9750391547597232E-01
	3.7500000000000000E-01,	3.0210727300458551E-01
	4.0625000000000000E-01,	3.0671063053319869E-01
	4.3750000000000000E-01,	3.1131398806181187E-01
	4.6875000000000000E-01,	3.1591734559042522E-01
	5.0000000000000000E-01,	3.2052070311903841E-01
	5.3125000000000000E-01,	3.1591734559042522E-01
	5.6250000000000000E-01,	3.1131398806181187E-01
	5.9375000000000000E-01,	3.0671063053319869E-01
	6.2500000000000000E-01,	3.0210727300458551E-01
	6.5625000000000000E-01,	2.9750391547597232E-01
	6.8750000000000000E-01,	2.9290055794735920E-01
	7.1875000000000000E-01,	2.8829720041874579E-01
	7.5000000000000000E-01,	2.8369384289013261E-01
	7.8125000000000000E-01,	2.7909048536151942E-01
	8.1250000000000000E-01,	2.7448712783290619E-01
	8.4375000000000000E-01,	2.6988377030429289E-01
	8.7500000000000000E-01,	2.6528041277567982E-01
	9.0625000000000000E-01,	2.6067705524706658E-01
	9.3750000000000000E-01,	2.5607369771845329E-01
	9.6875000000000000E-01,	2.5147034018984010E-01
	1.0000000000000000E+00,	2.4686698266122689E-01
	1.0312500000000000E+00,	2.4686698266122689E-01
	1.0625000000000000E+00,	2.4686698266122689E-01
	1.0937500000000000E+00,	2.4686698266122700E-01
	1.1250000000000000E+00,	2.4686698266122689E-01
	1.1562500000000000E+00,	2.4686698266122681E-01
	1.1875000000000000E+00,	2.4686698266122689E-01
	1.2187500000000000E+00,	2.4686698266122689E-01
	1.2500000000000000E+00,	2.4686698266122689E-01
	1.2812500000000000E+00,	2.4686698266122689E-01
	1.3125000000000000E+00,	2.4686698266122689E-01
	1.3437500000000000E+00,	2.4686698266122689E-01
	1.3750000000000000E+00,	2.4686698266122689E-01
	1.4062500000000000E+00,	2.4686698266122689E-01
	1.4375000000000000E+00,	2.4686698266122689E-01
	1.4687500000000000E+00,	2.4686698266122689E-01
	1.5000000000000000E+00,	2.4686698266122689E-01
	-5.0000000000000000E-01,	2.7785137441501823E-01
	-4.6875000000000000E-01,	2.7785137441501823E-01
	-4.3750000000000000E-01,	2.7785137441501823E-01
	-4.0625000000000000E-01,	2.7785137441501812E-01
	-3.7500000000000000E-01,	2.7785137441501823E-01
	-3.4375000000000000E-01,	2.7785137441501823E-01
	-3.1250000000000000E-01,	2.7785137441501823E-01
	-2.8125000000000000E-01,	2.7785137441501823E-01
	-2.5000000000000000E-01,	2.7785137441501823E-01
	-2.1875000000000000E-01,	2.7785137441501812E-01
	-1.8750000000000000E-01,	2.7785137441501823E-01
	-1.5625000000000000E-01,	2.7785137441501823E-01
	-1.2500000000000000E-01,	2.7785137441501823E-01
	-9.3750000000000000E-02,	2.7785137441501812E-01
	-6.2500000000000000E-02,	2.7785137441501823E-01
	-3.1250000000000000E-02,	2.7785137441501812E-01
	0.0000000000000000E+00,	2.7785137441501823E-01
	3.1250000000000000E-02,	2.8234091143848478E-01
	6.2500000000000000E-02,	2.8683044846195149E-01
	9.3750000000000000E-02,	2.9131998548541821E-01
	1.2500000000000000E-01,	2.9580952250888493E-01
	1.5625000000000000E-01,	3.0029905953235159E-01
	1.8750000000000000E-01,	3.0478859655581819E-01
	2.1875000000000000E-01,	3.0927813357928491E-01
	2.5000000000000000E-01,	3.1376767060275151E-01
	2.8125000000000000E-01,	3.1825720762621817E-01
	3.1250000000000000E-01,	3.2274674464968478E-01
	3.4375000000000000E-01,	3.2723628167315139E-01
	3.7500000000000000E-01,	3.3172581869661821E-01
	4.0625000000000000E-01,	3.3621535572008482E-01
	4.3750000000000000E-01,	3.4070489274355148E-01
	4.6875000000000000E-01,	3.4519442976701820E-01
	5.0000000000000000E-01,	3.4968396679048491E-01
	5.3125000000000000E-01,	3.4519442976701809E-01
	5.6250000000000000E-01,	3.4070489274355148E-01
	5.9375000000000000E-01,	3.3621535572008482E-01
	6.2500000000000000E-01,	3.3172581869661821E-01
	6.5625000000000000E-01,	3.2723628167315161E-01
	6.8750000000000000E-01,	3.2274674464968489E-01
	7.1875000000000000E-01,	3.1825720762621817E-01
	7.5000000000000000E-01,	3.1376767060275151E-01
	7.8125000000000000E-01,	3.0927813357928491E-01
	8.1250000000000000E-01,	3.0478859655581819E-01
	8.4375000000000000E-01,	3.0029905953235148E-01
	8.7500000000000000E-01,	2.9580952250888481E-01
	9.0625000000000000E-01,	2.9131998548541821E-01
	9.3750000000000000E-01,	2.8683044846195149E-01
	9.6875000000000000E-01,	2.8234091143848478E-01
	1.0000000000000000E+00,	2.7785137441501823E-01
	1.0312500000000000E+00,	2.7785137441501823E-01
	1.0625000000000000E+00,	2.7785137441501823E-01
	1.0937500000000000E+00,	2.7785137441501823E-01
	1.1250000000000000E+00,	2.7785137441501812E-01
	1.1562500000000000E+00,	2.7785137441501812E-01
	1.1875000000000000E+00,	2.7785137441501823E-01
	1.2187500000000000E+00,	2.7785137441501823E-01
	1.2500000000000000E+00,	2.7785137441501823E-01
	1.2812500000000000E+00,	2.7785137441501812E-01
	1.3125000000000000E+00,	2.7785137441501812E-01
	1.3437500000000000E+00,	2.7785137441501823E-01
	1.3750000000000000E+00,	2.7785137441501812E-01
	1.4062500000000000E+00,	2.7785137441501823E-01
	1.4375000000000000E+00,	2.7785137441501823E-01
	1.4687500000000000E+00,	2.7785137441501823E-01
	1.5000000000000000E+00,	2.7785137441501823E-01
	-5.0000000000000000E-01,	3.0886166956741862E-01
	-4.6875000000000000E-01,	3.0886166956741862E-01
	-4.3750000000000000E-01,	3.0886166956741867E-01
	-4.0625000000000000E-01,	3.0886166956741862E-01
	-3.7500000000000000E-01,	3.0886166956741867E-01
	-3.4375000000000000E-01,	3.0886166956741862E-01
	-3.1250000000000000E-01,	3.0886166956741867E-01
	-2.8125000000000000E-01,	3.0886166956741867E-01
	-2.5000000000000000E-01,	3.0886166956741862E-01
	-2.1875000000000000E-01,	3.0886166956741862E-01
	-1.8750000000000000E-01,	3.0886166956741862E-01
	-1.5625000000000000E-01,	3.0886166956741862E-01
	-1.2500000000000000E-01,	3.0886166956741867E-01
	-9.3750000000000000E-02,	3.0886166956741862E-01
	-6.2500000000000000E-02,	3.0886166956741862E-01
	-3.1250000000000000E-02,	3.0886166956741862E-01
	0.0000000000000000E+00,	3.0886166956741862E-01
	3.1250000000000000E-02,	3.1323729093015401E-01
	6.2500000000000000E-02,	3.1761291229288940E-01
	9.3750000000000000E-02,	3.2198853365562491E-01
	1.2500000000000000E-01,	3.2636415501836030E-01
	1.5625000000000000E-01,	3.3073977638109558E-01
	1.8750000000000000E-01,	3.3511539774383098E-01
	2.1875000000000000E-01,	3.3949101910656643E-01
	2.5000000000000000E-01,	3.4386664046930171E-01
	2.8125000000000000E-01,	3.4824226183203721E-01
	3.1250000000000000E-01,	3.5261788319477261E-01
	3.4375000000000000E-01,	3.5699350455750789E-01
	3.7500000000000000E-01,	3.6136912592024328E-01
	4.0625000000000000E-01,	3.6574474728297868E-01
	4.3750000000000000E-01,	3.7012036864571418E-01
	4.6875000000000000E-01,	3.7449599000844952E-01
	5.0000000000000000E-01,	3.7887161137118491E-01
	5.3125000000000000E-01,	3.7449599000844952E-01
	5.6250000000000000E-01,	3.7012036864571418E-01
	5.9375000000000000E-01,	3.6574474728297868E-01
	6.2500000000000000E-01,	3.6136912592024328E-01
	6.5625000000000000E-01,	3.5699350455750800E-01
	6.8750000000000000E-01,	3.5261788319477272E-01
	7.1875000000000000E-01,	3.4824226183203721E-01
	7.5000000000000000E-01,	3.4386664046930171E-01
	7.8125000000000000E-01,	3.3949101910656643E-01
	8.1250000000000000E-01,	3.3511539774383098E-01
	8.4375000000000000E-01,	3.3073977638109558E-01
	8.7500000000000000E-01,	3.2636415501836008E-01
	9.0625000000000000E-01,	3.2198853365562491E-01
	9.3750000000000000E-01,	3.1761291229288952E-01
	9.6875000000000000E-01,	3.1323729093015401E-01
	1.0000000000000000E+00,	3.0886166956741867E-01
	1.0312500000000000E+00,	3.0886166956741862E-01
	1.0625000000000000E+00,	3.0886166956741867E-01
	1.0937500000000000E+00,	3.0886166956741867E-01
	1.1250000000000000E+00,	3.0886166956741862E-01
	1.1562500000000000E+00,	3.0886166956741862E-01
	1.1875000000000000E+00,	3.0886166956741862E-01
	1.2187500000000000E+00,	3.0886166956741867E-01
	1.2500000000000000E+00,	3.0886166956741862E-01
	1.2812500000000000E+00,	3.0886166956741862E-01
	1.3125000000000000E+00,	3.0886166956741862E-01
	1.3437500000000000E+00,	3.0886166956741862E-01
	1.3750000000000000E+00,	3.0886166956741862E-01
	1.4062500000000000E+00,	3.0886166956741862E-01
	1.4375000000000000E+00,	3.0886166956741867E-01
	1.4687500000000000E+00,	3.0886166956741862E-01
	1.5000000000000000E+00,	3.0886166956741862E-01
	-5.0000000000000000E-01,	3.3989723169442071E-01
	-4.6875000000000000E-01,	3.3989723169442071E-01
	-4.3750000000000000E-01,	3.3989723169442082E-01
	-4.0625000000000000E-01,	3.3989723169442071E-01
	-3.7500000000000000E-01,	3.3989723169442082E-01
	-3.4375000000000000E-01,	3.3989723169442071E-01
	-3.1250000000000000E-01,	3.3989723169442071E-01
	-2.8125000000000000E-01,	3.3989723169442071E-01
	-2.5000000000000000E-01,	3.3989723169442071E-01
	-2.1875000000000000E-01,	3.3989723169442071E-01
	-1.8750000000000000E-01,	3.3989723169442071E-01
	-1.5625000000000000E-01,	3.3989723169442071E-01
	-1.2500000000000000E-01,	3.3989723169442071E-01
	-9.3750000000000000E-02,	3.3989723169442071E-01
	-6.2500000000000000E-02,	3.3989723169442071E-01
	-3.1250000000000000E-02,	3.3989723169442060E-01
	0.0000000000000000E+00,	3.3989723169442071E-01
	3.1250000000000000E-02,	3.4415884457873008E-01
	6.2500000000000000E-02,	3.4842045746303968E-01
	9.3750000000000000E-02,	3.5268207034734911E-01
	1.2500000000000000E-01,	3.5694368323165859E-01
	1.5625000000000000E-01,	3.6120529611596808E-01
	1.8750000000000000E-01,	3.6546690900027751E-01
	2.1875000000000000E-01,	3.6972852188458688E-01
	2.5000000000000000E-01,	3.7399013476889642E-01
	2.8125000000000000E-01,	3.7825174765320591E-01
	3.1250000000000000E-01,	3.8251336053751539E-01
	3.4375000000000000E-01,	3.8677497342182482E-01
	3.7500000000000000E-01,	3.9103658630613430E-01
	4.0625000000000000E-01,	3.9529819919044379E-01
	4.3750000000000000E-01,	3.9955981207475327E-01
	4.6875000000000000E-01,	4.0382142495906281E-01
	5.0000000000000000E-01,	4.0808303784337219E-01
	5.3125000000000000E-01,	4.0382142495906281E-01
	5.6250000000000000E-01,	3.9955981207475327E-01
	5.9375000000000000E-01,	3.9529819919044379E-01
	6.2500000000000000E-01,	3.9103658630613430E-01
	6.5625000000000000E-01,	3.8677497342182487E-01
	6.8750000000000000E-01,	3.8251336053751550E-01
	7.1875000000000000E-01,	3.7825174765320591E-01
	7.5000000000000000E-01,	3.7399013476889642E-01
	7.8125000000000000E-01,	3.6972852188458688E-01
	8.1250000000000000E-01,	3.6546690900027751E-01
	8.4375000000000000E-01,	3.6120529611596802E-01
	8.7500000000000000E-01,	3.5694368323165859E-01
	9.0625000000000000E-01,	3.5268207034734911E-01
	9.3750000000000000E-01,	3.4842045746303968E-01
	9.6875000000000000E-01,	3.4415884457873008E-01
	1.0000000000000000E+00,	3.3989723169442071E-01
	1.0312500000000000E+00,	3.3989723169442071E-01
	1.0625000000000000E+00,	3.3989723169442071E-01
	1.0937500000000000E+00,	3.3989723169442082E-01
	1.1250000000000000E+00,	3.3989723169442071E-01
	1.1562500000000000E+00,	3.3989723169442060E-01
	1.1875000000000000E+00,	3.3989723169442071E-01
	1.2187500000000000E+00,	3.3989723169442071E-01
	1.2500000000000000E+00,	3.3989723169442071E-01
	1.2812500000000000E+00,	3.3989723169442071E-01
	1.3125000000000000E+00,	3.3989723169442071E-01
	1.3437500000000000E+00,	3.3989723169442071E-01
	1.3750000000000000E+00,	3.3989723169442071E-01
	1.4062500000000000E+00,	3.3989723169442071E-01
	1.4375000000000000E+00,	3.3989723169442071E-01
	1.4687500000000000E+00,	3.3989723169442071E-01
	1.5000000000000000E+00,	3.3989723169442071E-01
	-5.0000000000000000E-01,	3.7095742224491057E-01
	-4.6875000000000000E-01,	3.7095742224491057E-01
	-4.3750000000000000E-01,	3.7095742224491079E-01
	-4.0625000000000000E-01,	3.7095742224491057E-01
	-3.7500000000000000E-01,	3.7095742224491079E-01
	-3.4375000000000000E-01,	3.7095742224491057E-01
	-3.1250000000000000E-01,	3.7095742224491068E-01
	-2.8125000000000000E-01,	3.7095742224491068E-01
	-2.5000000000000000E-01,	3.7095742224491057E-01
	-2.1875000000000000E-01,	3.7095742224491057E-01
	-1.8750000000000000E-01,	3.7095742224491057E-01
	-1.5625000000000000E-01,	3.7095742224491057E-01
	-1.2500000000000000E-01,	3.7095742224491068E-01
	-9.3750000000000000E-02,	3.7095742224491057E-01
	-6.2500000000000000E-02,	3.7095742224491057E-01
	-3.1250000000000000E-02,	3.7095742224491057E-01
	0.0000000000000000E+00,	3.7095742224491057E-01
	3.1250000000000000E-02,	3.7510493617880358E-01
	6.2500000000000000E-02,	3.7925245011269643E-01
	9.3750000000000000E-02,	3.8339996404658933E-01
	1.2500000000000000E-01,	3.8754747798048222E-01
	1.5625000000000000E-01,	3.9169499191437501E-01
	1.8750000000000000E-01,	3.9584250584826791E-01
	2.1875000000000000E-01,	3.9999001978216059E-01
	2.5000000000000000E-01,	4.0413753371605349E-01
	2.8125000000000000E-01,	4.0828504764994628E-01
	3.1250000000000000E-01,	4.1243256158383917E-01
	3.4375000000000000E-01,	4.1658007551773207E-01
	3.7500000000000000E-01,	4.2072758945162492E-01
	4.0625000000000000E-01,	4.2487510338551782E-01
	4.3750000000000000E-01,	4.2902261731941072E-01
	4.6875000000000000E-01,	4.3317013125330361E-01
	5.0000000000000000E-01,	4.3731764518719640E-01
	5.3125000000000000E-01,	4.3317013125330361E-01
	5.6250000000000000E-01,	4.2902261731941072E-01
	5.9375000000000000E-01,	4.2487510338551782E-01
	6.2500000000000000E-01,	4.2072758945162492E-01
	6.5625000000000000E-01,	4.1658007551773218E-01
	6.8750000000000000E-01,	4.1243256158383940E-01
	7.1875000000000000E-01,	4.0828504764994639E-01
	7.5000000000000000E-01,	4.0413753371605349E-01
	7.8125000000000000E-01,	3.9999001978216059E-01
	8.1250000000000000E-01,	3.9584250584826791E-01
	8.4375000000000000E-01,	3.9169499191437501E-01
	8.7500000000000000E-01,	3.8754747798048211E-01
	9.0625000000000000E-01,	3.8339996404658933E-01
	9.3750000000000000E-01,	3.7925245011269643E-01
	9.6875000000000000E-01,	3.7510493617880358E-01
	1.0000000000000000E+00,	3.7095742224491068E-01
	1.0312500000000000E+00,	3.7095742224491057E-01
	1.0625000000000000E+00,	3.7095742224491068E-01
	1.0937500000000000E+00,	3.7095742224491079E-01
	1.1250000000000000E+00,	3.7095742224491057E-01
	1.1562500000000000E+00,	3.7095742224491057E-01
	1.1875000000000000E+00,	3.7095742224491057E-01
	1.2187500000000000E+00,	3.7095742224491068E-01
	1.2500000000000000E+00,	3.7095742224491057E-01
	1.2812500000000000E+00,	3.7095742224491057E-01
	1.3125000000000000E+00,	3.7095742224491057E-01
	1.3437500000000000E+00,	3.7095742224491057E-01
	1.3750000000000000E+00,	3.7095742224491057E-01
	1.4062500000000000E+00,	3.7095742224491057E-01
	1.4375000000000000E+00,	3.7095742224491068E-01
	1.4687500000000000E+00,	3.7095742224491057E-01
	1.5000000000000000E+00,	3.7095742224491057E-01
	-5.0000000000000000E-01,	4.0204160059190541E-01
	-4.6875000000000000E-01,	4.0204160059190541E-01
	-4.3750000000000000E-01,	4.0204160059190541E-01
	-4.0625000000000000E-01,	4.0204160059190519E-01
	-3.7500000000000000E-01,	4.0204160059190541E-01
	-3.4375000000000000E-01,	4.0204160059190541E-01
	-3.1250000000000000E-01,	4.0204160059190541E-01
	-2.8125000000000000E-01,	4.0204160059190541E-01
	-2.5000000000000000E-01,	4.0204160059190541E-01
	-2.1875000000000000E-01,	4.0204160059190519E-01
	-1.8750000000000000E-01,	4.0204160059190541E-01
	-1.5625000000000000E-01,	4.0204160059190541E-01
	-1.2500000000000000E-01,	4.0204160059190541E-01
	-9.3750000000000000E-02,	4.0204160059190519E-01
	-6.2500000000000000E-02,	4.0204160059190541E-01
	-3.1250000000000000E-02,	4.0204160059190519E-01
	0.0000000000000000E+00,	4.0204160059190541E-01
	3.1250000000000000E-02,	4.0607492745672041E-01
	6.2500000000000000E-02,	4.1010825432153558E-01
	9.3750000000000000E-02,	4.1414158118635080E-01
	1.2500000000000000E-01,	4.1817490805116608E-01
	1.5625000000000000E-01,	4.2220823491598120E-01
	1.8750000000000000E-01,	4.2624156178079631E-01
	2.1875000000000000E-01,	4.3027488864561148E-01
	2.5000000000000000E-01,	4.3430821551042659E-01
	2.8125000000000000E-01,	4.3834154237524181E-01
	3.1250000000000000E-01,	4.4237486924005698E-01
	3.4375000000000000E-01,	4.4640819610487209E-01
	3.7500000000000000E-01,	4.5044152296968731E-01
	4.0625000000000000E-01,	4.5447484983450248E-01
	4.3750000000000000E-01,	4.5850817669931759E-01
	4.6875000000000000E-01,	4.6254150356413293E-01
	5.0000000000000000E-01,	4.6657483042894798E-01
	5.3125000000000000E-01,	4.6254150356413282E-01
	5.6250000000000000E-01,	4.5850817669931759E-01
	5.9375000000000000E-01,	4.5447484983450243E-01
	6.2500000000000000E-01,	4.5044152296968731E-01
	6.5625000000000000E-01,	4.4640819610487231E-01
	6.8750000000000000E-01,	4.4237486924005709E-01
	7.1875000000000000E-01,	4.3834154237524181E-01
	7.5000000000000000E-01,	4.3430821551042648E-01
	7.8125000000000000E-01,	4.3027488864561148E-01
	8.1250000000000000E-01,	4.2624156178079631E-01
	8.4375000000000000E-01,	4.2220823491598108E-01
	8.7500000000000000E-01,	4.1817490805116592E-01
	9.0625000000000000E-01,	4.1414158118635080E-01
	9.3750000000000000E-01,	4.1010825432153558E-01
	9.6875000000000000E-01,	4.0607492745672041E-01
	1.0000000000000000E+00,	4.0204160059190541E-01
	1.0312500000000000E+00,	4.0204160059190541E-01
	1.0625000000000000E+00,	4.0204160059190541E-01
	1.0937500000000000E+00,	4.0204160059190541E-01
	1.1250000000000000E+00,	4.0204160059190519E-01
	1.1562500000000000E+00,	4.0204160059190519E-01
	1.1875000000000000E+00,	4.0204160059190541E-01
	1.2187500000000000E+00,	4.0204160059190541E-01
	1.2500000000000000E+00,	4.0204160059190541E-01
	1.2812500000000000E+00,	4.0204160059190519E-01
	1.3125000000000000E+00,	4.0204160059190519E-01
	1.3437500000000000E+00,	4.0204160059190541E-01
	1.3750000000000000E+00,	4.0204160059190519E-01
	1.4062500000000000E+00,	4.0204160059190541E-01
	1.4375000000000000E+00,	4.0204160059190541E-01
	1.4687500000000000E+00,	4.0204160059190541E-01
	1.5000000000000000E+00,	4.0204160059190541E-01
	-5.0000000000000000E-01,	4.3314912408415901E-01
	-4.6875000000000000E-01,	4.3314912408415901E-01
	-4.3750000000000000E-01,	4.3314912408415918E-01
	-4.0625000000000000E-01,	4.3314912408415901E-01
	-3.7500000000000000E-01,	4.3314912408415918E-01
	-3.4375000000000000E-01,	4.3314912408415901E-01
	-3.1250000000000000E-01,	4.3314912408415912E-01
	-2.8125000000000000E-01,	4.3314912408415912E-01
	-2.5000000000000000E-01,	4.3314912408415901E-01
	-2.1875000000000000E-01,	4.3314912408415901E-01
	-1.8750000000000000E-01,	4.3314912408415901E-01
	-1.5625000000000000E-01,	4.3314912408415901E-01
	-1.2500000000000000E-01,	4.3314912408415912E-01
	-9.3750000000000000E-02,	4.3314912408415901E-01
	-6.2500000000000000E-02,	4.3314912408415901E-01
	-3.1250000000000000E-02,	4.3314912408415901E-01
	0.0000000000000000E+00,	4.3314912408415901E-01
	3.1250000000000000E-02,	4.3706817812200111E-01
	6.2500000000000000E-02,	4.4098723215984331E-01
	9.3750000000000000E-02,	4.4490628619768541E-01
	1.2500000000000000E-01,	4.4882534023552761E-01
	1.5625000000000000E-01,	4.5274439427336971E-01
	1.8750000000000000E-01,	4.5666344831121169E-01
	2.1875000000000000E-01,	4.6058250234905379E-01
	2.5000000000000000E-01,	4.6450155638689589E-01
	2.8125000000000000E-01,	4.6842061042473798E-01
	3.1250000000000000E-01,	4.7233966446258019E-01
	3.4375000000000000E-01,	4.7625871850042228E-01
	3.7500000000000000E-01,	4.8017777253826438E-01
	4.0625000000000000E-01,	4.8409682657610648E-01
	4.3750000000000000E-01,	4.8801588061394863E-01
	4.6875000000000000E-01,	4.9193493465179078E-01
	5.0000000000000000E-01,	4.9585398868963287E-01
	5.3125000000000000E-01,	4.9193493465179072E-01
	5.6250000000000000E-01,	4.8801588061394863E-01
	5.9375000000000000E-01,	4.8409682657610642E-01
	6.2500000000000000E-01,	4.8017777253826438E-01
	6.5625000000000000E-01,	4.7625871850042228E-01
	6.8750000000000000E-01,	4.7233966446258041E-01
	7.1875000000000000E-01,	4.6842061042473809E-01
	7.5000000000000000E-01,	4.6450155638689578E-01
	7.8125000000000000E-01,	4.6058250234905379E-01
	8.1250000000000000E-01,	4.5666344831121169E-01
	8.4375000000000000E-01,	4.5274439427336971E-01
	8.7500000000000000E-01,	4.4882534023552750E-01
	9.0625000000000000E-01,	4.4490628619768541E-01
	9.3750000000000000E-01,	4.4098723215984331E-01
	9.6875000000000000E-01,	4.3706817812200111E-01
	1.0000000000000000E+00,	4.3314912408415912E-01
	1.0312500000000000E+00,	4.3314912408415901E-01
	1.0625000000000000E+00,	4.3314912408415912E-01
	1.0937500000000000E+00,	4.3314912408415918E-01
	1.1250000000000000E+00,	4.3314912408415901E-01
	1.1562500000000000E+00,	4.3314912408415901E-01
	1.1875000000000000E+00,	4.3314912408415901E-01
	1.2187500000000000E+00,	4.3314912408415912E-01
	1.2500000000000000E+00,	4.3314912408415901E-01
	1.2812500000000000E+00,	4.3314912408415901E-01
	1.3125000000000000E+00,	4.3314912408415901E-01
	1.3437500000000000E+00,	4.3314912408415901E-01
	1.3750000000000000E+00,	4.3314912408415901E-01
	1.4062500000000000E+00,	4.3314912408415901E-01
	1.4375000000000000E+00,	4.3314912408415912E-01
	1.4687500000000000E+00,	4.3314912408415901E-01
	1.5000000000000000E+00,	4.3314912408415901E-01
	-5.0000000000000000E-01,	4.6427934809812471E-01
	-4.6875000000000000E-01,	4.6427934809812471E-01
	-4.3750000000000000E-01,	4.6427934809812488E-01
	-4.0625000000000000E-01,	4.6427934809812471E-01
	-3.7500000000000000E-01,	4.6427934809812488E-01
	-3.4375000000000000E-01,	4.6427934809812471E-01
	-3.1250000000000000E-01,	4.6427934809812488E-01
	-2.8125000000000000E-01,	4.6427934809812488E-01
	-2.5000000000000000E-01,	4.6427934809812471E-01
	-2.1875000000000000E-01,	4.6427934809812471E-01
	-1.8750000000000000E-01,	4.6427934809812471E-01
	-1.5625000000000000E-01,	4.6427934809812471E-01
	-1.2500000000000000E-01,	4.6427934809812488E-01
	-9.3750000000000000E-02,	4.6427934809812471E-01
	-6.2500000000000000E-02,	4.6427934809812471E-01
	-3.1250000000000000E-02,	4.6427934809812471E-01
	0.0000000000000000E+00,	4.6427934809812471E-01
	3.1250000000000000E-02,	4.6808404591910929E-01
	6.2500000000000000E-02,	4.7188874374009387E-01
	9.3750000000000000E-02,	4.7569344156107862E-01
	1.2500000000000000E-01,	4.7949813938206343E-01
	1.5625000000000000E-01,	4.8330283720304779E-01
	1.8750000000000000E-01,	4.8710753502403231E-01
	2.1875000000000000E-01,	4.9091223284501689E-01
	2.5000000000000000E-01,	4.9471693066600148E-01
	2.8125000000000000E-01,	4.9852162848698611E-01
	3.1250000000000000E-01,	5.0232632630797081E-01
	3.4375000000000000E-01,	5.0613102412895539E-01
	3.7500000000000000E-01,	5.0993572194993997E-01
	4.0625000000000000E-01,	5.1374041977092455E-01
	4.3750000000000000E-01,	5.1754511759190913E-01
	4.6875000000000000E-01,	5.2134981541289371E-01
	5.0000000000000000E-01,	5.2515451323387841E-01
	5.3125000000000000E-01,	5.2134981541289371E-01
	5.6250000000000000E-01,	5.1754511759190913E-01
	5.9375000000000000E-01,	5.1374041977092444E-01
	6.2500000000000000E-01,	5.0993572194993997E-01
	6.5625000000000000E-01,	5.0613102412895550E-01
	6.8750000000000000E-01,	5.0232632630797092E-01
	7.1875000000000000E-01,	4.9852162848698622E-01
	7.5000000000000000E-01,	4.9471693066600142E-01
	7.8125000000000000E-01,	4.9091223284501689E-01
	8.1250000000000000E-01,	4.8710753502403231E-01
	8.4375000000000000E-01,	4.8330283720304779E-01
	8.7500000000000000E-01,	4.7949813938206309E-01
	9.0625000000000000E-01,	4.7569344156107862E-01
	9.3750000000000000E-01,	4.7188874374009410E-01
	9.6875000000000000E-01,	4.6808404591910929E-01
	1.0000000000000000E+00,	4.6427934809812488E-01
	1.0312500000000000E+00,	4.6427934809812471E-01
	1.0625000000000000E+00,	4.6427934809812488E-01
	1.0937500000000000E+00,	4.6427934809812488E-01
	1.1250000000000000E+00,	4.6427934809812471E-01
	1.1562500000000000E+00,	4.6427934809812471E-01
	1.1875000000000000E+00,	4.6427934809812471E-01
	1.2187500000000000E+00,	4.6427934809812488E-01
	1.2500000000000000E+00,	4.6427934809812471E-01
	1.2812500000000000E+00,	4.6427934809812471E-01
	1.3125000000000000E+00,	4.6427934809812471E-01
	1.3437500000000000E+00,	4.6427934809812471E-01
	1.3750000000000000E+00,	4.6427934809812471E-01
	1.4062500000000000E+00,	4.6427934809812471E-01
	1.4375000000000000E+00,	4.6427934809812488E-01
	1.4687500000000000E+00,	4.6427934809812471E-01
	1.5000000000000000E+00,	4.6427934809812471E-01
	-5.0000000000000000E-01,	4.9543162609027552E-01
	-4.6875000000000000E-01,	4.9543162609027552E-01
	-4.3750000000000000E-01,	4.9543162609027569E-01
	-4.0625000000000000E-01,	4.9543162609027541E-01
	-3.7500000000000000E-01,	4.9543162609027569E-01
	-3.4375000000000000E-01,	4.9543162609027552E-01
	-3.1250000000000000E-01,	4.9543162609027558E-01
	-2.8125000000000000E-01,	4.9543162609027558E-01
	-2.5000000000000000E-01,	4.9543162609027552E-01
	-2.1875000000000000E-01,	4.9543162609027541E-01
	-1.8750000000000000E-01,	4.9543162609027552E-01
	-1.5625000000000000E-01,	4.9543162609027552E-01
	-1.2500000000000000E-01,	4.9543162609027558E-01
	-9.3750000000000000E-02,	4.9543162609027541E-01
	-6.2500000000000000E-02,	4.9543162609027552E-01
	-3.1250000000000000E-02,	4.9543162609027541E-01
	0.0000000000000000E+00,	4.9543162609027552E-01
	3.1250000000000000E-02,	4.9912188667958202E-01
	6.2500000000000000E-02,	5.0281214726888857E-01
	9.3750000000000000E-02,	5.0650240785819522E-01
	1.2500000000000000E-01,	5.1019266844750177E-01
	1.5625000000000000E-01,	5.1388292903680821E-01
	1.8750000000000000E-01,	5.1757318962611476E-01
